Number of operation
601
1060
1519
1978
2439
2898
3359
3818
4279
4736
5197
5650
6115
6574
7039
7490
7951
8408
8867
9336
9791
10248
10703
11160
11629
12080
12543
13000
13457
13918
14377
14836
15291
