Number of operation
1135
3497
7351
12415
18698
26194
33969
43896
55035
66064
79633
94421
110424
127642
146074
165724
186593
208671
231964
256470
282191
309131
340321
369697
403582
435384
471963
506204
545477
582143
620014
663327
707988
749509
796867
840818
890868
942265
995009
1043822
1099259
1150512
1208644
1268123
1328948
1385051
1442375
1500904
1567117
1634677
1703584
1773838
1845441
1918390
1992687
2060932
2137922
2208601
2288285
2369317
2451695
2535419
2620490
2706909
2794674
2883787
2965400
3057207
3150361
3244862
3331335
3428529
3527070
3626959
3728194
3830777
3934708
4039984
4146608
4244032
4353350
4453198
4554255
4667613
4782319
4898373
5015772
5122901
5242994
5364438
5475212
5599348
5712551
5839380
5955014
6084536
6202601
6334818
6468381
6603291
6726218
6863822
7002773
7143070
7284717
7427711
7572050
7717737
7864770
8013151
8162879
8313953
8466374
8620142
8775257
8931720
9089530
9248687
9409191
9571042
9734239
9898784
10048437
10215676
10384262
10554195
10725475
10898104
11072077
11247397
11424063
11602078
11781440
11962149
12144207
12327610
12512359
12698458
12885901
13074691
13246212
13437696
13630527
13824706
14020232
14217105
14415324
14614892
14815806
15018065
15221673
15426630
15632933
15820254
16029249
16239592
16451282
16664320
16878704
17094434
17311512
17508550
17706805
17927925
18150391
18374204
18599363
18825870
19053723
19282926
19513475
19745371
19978612
20213202
20449139
20663189
20901819
21141796
21383120
21625790
21869808
22115173
22361884
22609941
22859345
23110098
23362197
23615643
23870437
24126577
24384066
24642900
24903081
25164610
25427485
25691707
25957277
26224193
26492456
26762067
27033025
27305329
27578980
27853979
28130325
28408018
28687058
28967445
29249178
29532258
29816685
30102458
30389579
30678048
30967863
31259025
31551535
31845391
32140594
32437145
32735042
33034287
33334879
33636818
33940104
34244736
34550715
34858041
35166715
35476736
35788104
36100819
36414882
36730291
37047047
37365149
37684599
38005397
38327541
38651032
38975869
39302055
39629586
39958464
40288689
40620262
40953183
41287451
41623065
41960026
42298334
42637988
42978989
43321338
43631374
43976417
44322806
44670544
45019628
45370058
45721837
46074962
46429434
46785252
47142417
47500931
47860790
48221998
48584553
48948453
49313701
49680296
50048237
50417525
50788161
51160143
51533472
51908148
52284171
52661541
53040259
53420322
53801734
54184492
54568598
54954051
55340852
55729000
56118494
56509334
56901522
57295056
57689938
58086167
58483743
58882666
59282936
59684553
60087517
60491829
60897486
61304493
61712845
62122543
62533587
62945979
63359719
63774806
64191241
64609021
65028150
65448623
65870444
66293612
66718127
67143991
67571200
67999756
68429660
68860911
69293509
69727454
70162747
70599385
71037373
71476707
71917388
72359415
72802789
73247510
73693578
74140994
74589756
