Number of operation
1277
2088
3848
4526
5614
7495
7782
8863
12334
13679
13569
14784
16002
15360
18431
19645
23109
24455
23292
27151
25720
26933
28162
32539
33885
31795
36580
37926
35447
40621
37874
39091
40304
41518
47356
48704
45167
46374
52743
48811
50024
51236
58132
59480
60826
56096
57322
64867
66212
60953
62175
70255
64608
65820
74295
75645
69467
78336
79684
81030
82378
83723
85072
86419
87765
89112
90460
91806
93153
94502
86478
87691
98541
99888
91332
102584
93776
105276
106624
107969
109317
110664
112011
113360
103482
116055
117399
118747
120093
121442
122786
124134
125481
114418
128175
116854
118070
132218
120503
134910
136257
137606
138952
126576
141647
142993
130216
131428
147033
148382
149729
151074
152422
153770
139933
156462
157809
159156
144798
161851
163196
164544
165892
150874
168585
169932
171280
172627
173973
175322
176668
178014
179362
180708
182056
183403
184749
186097
187443
188790
190138
191484
192831
194178
195525
196873
198220
199567
200913
202260
203608
204954
206301
207650
208997
210343
211689
213036
214384
215731
217077
218424
219773
221119
222465
223812
225158
226508
227853
229200
230548
231894
233241
234589
235935
237282
238630
239978
241323
242670
244017
245365
246712
248060
249409
250751
252098
253446
254794
256140
257489
258835
260181
261528
237133
264223
265569
266918
268265
269610
270958
272305
273654
274999
276347
277694
279040
280388
281735
283080
284428
285774
287121
288468
289815
291162
292510
293857
295206
296550
297896
299245
300593
301939
303285
304633
305979
307328
308675
310021
311368
312714
314063
315408
316756
318102
319450
320796
322145
323491
324839
326185
327532
328880
330226
331572
332919
334268
335615
336960
338307
339655
341004
342348
343696
345043
346389
347736
349083
350431
351779
353124
354475
355819
357165
358512
359861
361207
362554
363902
365248
366594
367942
369289
370634
371982
373329
374676
376025
377372
378719
380066
381410
382759
384107
385455
386799
388147
389494
390842
392187
393535
394881
396229
397576
398923
400270
401617
402965
404311
405658
407004
408352
409700
411045
412392
413740
415088
416433
417781
419126
420475
421822
423171
424516
384150
427212
428557
429904
431250
432599
433946
435291
436638
437986
439333
440680
442027
443373
444722
446069
447415
448762
