Number of operation
599
1661
3182
5164
7605
10503
13862
17676
21949
26687
31886
37542
43659
50231
57266
64754
72697
81099
89966
99292
109083
119327
130028
141190
152813
164897
177436
190444
203901
217815
232190
247034
262325
278079
294290
310964
328089
345677
363722
382232
401201
420631
440510
460856
481663
502923
524642
546818
569455
592553
616108
640124
664601
689543
714938
740788
767099
793867
821092
848784
876935
905543
934612
964142
994127
1024567
1055470
1086828
1118651
1150935
1183682
1216894
1250555
1284669
1319236
1354268
1389763
1425717
1462122
1498994
1536319
1574113
1612368
1651070
1690237
1729859
1769944
1810486
1851485
1892953
1934872
1977252
2020085
2063379
2107132
2151338
2196005
2241137
2286726
2332776
2379289
2426253
2473678
2521564
2569907
2618703
2667972
2717698
2767881
2818523
2869620
2921184
2973203
3025675
3078612
3132002
3185855
3240169
3294938
3350160
3405855
3462001
3518606
3575676
3633199
3691181
3749618
3808518
3867877
3927695
3987974
4048712
4109905
4171567
4233680
4296256
4359293
4422783
4486732
4551146
4616009
4681341
4747128
4813380
4880083
4947249
5014870
5082954
5151489
5220491
5289950
5359870
5430241
5501081
5572374
5644128
5716337
5789011
5862138
5935732
6009777
6084295
6159266
6234694
6310585
6386929
6463732
6540994
6618723
6696901
6775542
6854640
6934201
7014217
7094688
7175636
7257033
7338893
7421196
7503970
7587195
7670881
7755024
7839628
7924691
8010211
8096188
8182626
8269523
8356885
8444704
8532986
8621725
8710919
8800568
8890680
8981261
9072289
9163782
9255732
9348147
9441009
9534332
9628124
9722375
9817087
9912252
10007874
10103959
10200513
10297518
10394970
10492877
10591253
10690090
10789384
10889137
10989351
11090026
11191168
11292767
11394823
11497328
11600288
11703715
11807595
11911942
12016748
12122009
12227721
12333902
12440544
12547639
12655193
12763214
12871684
12980621
13090021
13199872
13310186
13420951
13532179
13643866
13756014
13868631
13981701
14095230
14209208
14323655
14438561
14553922
14669744
14786021
14902763
15019964
15137620
15255729
15374309
15493340
15612826
15732779
15853191
15974070
16095406
16217191
16339437
16462142
16585310
16708931
16833011
16957570
17082564
17208021
17333939
17460314
17587146
17714439
17842185
17970392
18099064
18228193
18357783
18487830
18618338
18749301
18880727
19012606
19144952
19277759
19411027
19544746
19678934
19813577
19948673
20084238
20220262
20356737
20493671
20631072
20768924
20907239
21046013
21185238
21324920
21465075
21605687
21746746
21888278
22030263
22172705
22315606
22458974
22602787
22747071
22891808
23037000
23182659
23328769
23475342
23622380
23769871
23917821
24066232
24215106
24364433
24514219
24664464
24815174
24966337
25117959
25270042
25422592
25575587
