Number of operation
1418
2634
3449
5064
5614
7499
8712
8862
11140
12363
13567
16374
16002
17217
20414
19647
20863
24457
23300
24513
25722
26939
28153
32537
30581
31798
33018
34226
39273
36656
41968
39087
44661
